date;link;name;where;price;perm;rooms;sqm;who
20230720;https://www.otodom.pl/pl/oferta/cudowna-kawalerka-w-centrum-lodzi-bez-pcc-2-ID4m389;Cudowna kawalerka w centrum Łodzi bez PCC 2%;ul. Wysoka, Fabryczna Widzew, Widzew, Łódź, łódzkie;269 000 zł;9607 zł/m²;1 pokój;28 m²;"JosepHome Bogusława Karczewska
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/kawalerka-z-mozliwoscia-zaaranzowania-na-2-pokoje-ID4mnhv;Kawalerka z możliwością zaaranżowania na 2 pokoje;ul. Przedświt, Stare Chojny, Górna, Łódź, łódzkie;260 000 zł;7429 zł/m²;1 pokój;35 m²;"7 Piętro
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-polna-18-residence-m02-ID4hV8z;Komfortowe Mieszkanie Polna 18 Residence | M02;ul. Polna, Stare Bałuty, Bałuty, Łódź, łódzkie;868 870 zł;8500 zł/m²;4 pokoje;102.22 m²;"MAXBUD IV
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/3-pokoje-49m2-ul-karpacka-19-ID4mfY5;3 pokoje 49m2 - ul. Karpacka 19;ul. Karpacka, Kurak, Górna, Łódź, łódzkie;320 000 zł;6553 zł/m²;3 pokoje;48.83 m²;"Nieruchomości Kłosek Agata Jakubowska-Kłosek
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3-pokojowe-argentum-ID4mngQ;3-pokojowe Argentum;ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie;506 780,70 zł;9244 zł/m²;3 pokoje;54.82 m²;"Apartiz
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3xtak-strefa-rodzinna-must-have-dla-studentow-ID4mng4;3xTak-Strefa Rodzinna? Must-Have dla Studentów?;Radiostacja, Śródmieście, Łódź, łódzkie;329 000 zł;6903 zł/m²;2 pokoje;47.66 m²;"Vero Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-lodz-baluty-osiedle-zubardz-ID4lI5t;Sprzedam Mieszkanie Łódź Bałuty osiedle Żubardź;ul. Kołodziejska, Żubardź, Bałuty, Łódź, łódzkie;370 000 zł;7400 zł/m²;3 pokoje;50 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/2-pokojowe-z-ogrodkiem-inwestycja-argentum-ID4mnfB;2-pokojowe z ogródkiem inwestycja Argentum;ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie;419 113,50 zł;9724 zł/m²;2 pokoje;43.1 m²;"Apartiz
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/osiedle-lososiowa-mieszkanie-4-pok-c-39-ID4lMEk;Osiedle Łososiowa | mieszkanie 4-pok. | C_39;ul. Łososiowa, Radogoszcz, Bałuty, Łódź, łódzkie;Zapytaj o cenę;;4 pokoje;72.29 m²;"PEIRA DEWELOPER Sp. zo.o.
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/m3-45-m2-ul-limanowskiego-cena-do-negocjacji-ID4k1QJ;M3 45 m2 ul.Limanowskiego - cena do negocjacji;ul. Bolesława Limanowskiego 168, Teofilów Przemysłowy, Bałuty, Łódź, łódzkie;255 000 zł;5667 zł/m²;2 pokoje;45 m²;"Łódzkie Centrum Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/teofilow-po-generalnym-remoncie-iip-balkon-ID4mdtl;Teofilów: po generalnym remoncie, IIp. balkon;ul. Rojna, Karolew, Polesie, Łódź, łódzkie;345 000 zł;9324 zł/m²;2 pokoje;37 m²;"Metr Kwadratowy
Biuro nieruchomości"
