date;link;name;where;price;perm;rooms;sqm;who
20230808;/pl/oferta/piekne-dwupokojowe-mieszkanie-przy-dowborczykow-ID4m5Rj;Piękne dwupokojowe mieszkanie przy Dowborczyków;Fabryczna, Śródmieście, Łódź, łódzkie;429 900 zł;9011 zł/m²;2 pokoje;47.71 m²;Oferta prywatna
20230808;/pl/oferta/apartamenty-zolnierska-12-bd-2-ID4lVAm;Apartamenty Żołnierska 12 BD 2;ul. Żołnierska 12a, Złotno, Polesie, Łódź, łódzkie;922 250 zł;8500 zł/m²;5 pokoi;108.5 m²;Oferta prywatna
20230808;/pl/oferta/2-pokoje-w-centrum-budynek-po-remoncie-polecam-ID4i05g;2 pokoje w CENTRUM. Budynek po remoncie. POLECAM;ul. Stefana Żeromskiego, Stare Polesie, Polesie, Łódź, łódzkie;243 000 zł;8651 zł/m²;1 pokój;28.09 m²;Oferta prywatna
20230808;/pl/oferta/2-pokoje-po-remoncie-jaracza-5-ID4mC8o;2 pokoje po remoncie - Jaracza 5;ul. Stefana Jaracza, Centrum, Śródmieście, Łódź, łódzkie;368 500 zł;6938 zł/m²;2 pokoje;53.11 m²;Ptak NieruchomościBiuro nieruchomości
20230808;/pl/oferta/apartamenty-zolnierska-12-ba-2-ID4lVyl;Apartamenty Żołnierska 12 BA 2;ul. Żołnierska 12a, Złotno, Polesie, Łódź, łódzkie;837 165 zł;8500 zł/m²;4 pokoje;98.49 m²;Oferta prywatna
20230808;/pl/oferta/m3-z-balkonem-w-centrum-blisko-parku-ID4mC63;M3 z balkonem w centrum, blisko parku!;Stare Miasto, Bałuty, Łódź, łódzkie;240 000 zł;7101 zł/m²;2 pokoje;33.8 m²;TRUST NieruchomościBiuro nieruchomości
20230808;/pl/oferta/apartamenty-zolnierska-12-aa-2-ID4lVwG;Apartamenty Żołnierska 12 AA 2;ul. Żołnierska 12a, Złotno, Polesie, Łódź, łódzkie;753 355 zł;8500 zł/m²;4 pokoje;88.63 m²;Oferta prywatna
20230808;/pl/oferta/ul-gdanska-27-przestronne-95m2-centrum-ID4mC3D;ul. Gdańska 27 przestronne 95m2 Centrum;ul. Gdańska, Stare Polesie, Polesie, Łódź, łódzkie;410 000 zł;4314 zł/m²;5 pokoi;95.05 m²;Oferta prywatna
20230808;/pl/oferta/super-mieszkanie-z-ogrodem-jak-dom-51-51m2-lodz-ID4l2Nz;SUPER Mieszkanie z ogrodem Jak dom!!! 51.51m2 Łódź;ul. Konstantynowska, Zdrowie, Polesie, Łódź, łódzkie;399 000 zł;7746 zł/m²;2 pokoje;51.51 m²;Oferta prywatna
20230808;/pl/oferta/2-pokoje-osiedle-majowe-ul-przybyszewskiego-209-ID4mkAd;2 pokoje, Osiedle Majowe, ul. Przybyszewskiego 209;ul. Stanisława Przybyszewskiego, Zarzew, Widzew, Łódź, łódzkie;575 000 zł;10 948 zł/m²;2 pokoje;52.52 m²;SKiL nieruchomościBiuro nieruchomości
