date;link;name;where;price;perm;rooms;sqm;who
20230808;/pl/oferta/dwa-pokoje-na-nowolipkach-ID4kzNA;Dwa pokoje na Nowolipkach;ul. Nowolipki 25B, Nowolipki, Wola, Warszawa, mazowieckie;610 000 zł;16 176 zł/m²;2 pokoje;37.71 m²;Oferta prywatna
20230808;/pl/oferta/mieszkanie-warszawa-wilanow-ID4mCoz;Mieszkanie - Warszawa Wilanów;al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie;1 250 000 zł;17 007 zł/m²;3 pokoje;73.5 m²;Eurovilla Miasteczko Wilanów Sp. z o. o.Biuro nieruchomości
20230808;/pl/oferta/seg-srodkowy-strych-dzialka-taras-balkon-garaz-ID4mpgP;Seg. środkowy+strych+działka+ taras+ balkon+garaż;ul. Natalii Gąsiorowskiej, Nowodwory, Białołęka, Warszawa, mazowieckie;950 000 zł;6565 zł/m²;5 pokoi;144.7 m²;DSM DEWELOPMENTInwestycja deweloperska
20230808;/pl/oferta/doskonala-lokalizacja-41-m-w-srodmiesciu-zlota-ID4mmBi;Doskonala lokalizacja! 41 m² w Śródmieściu, Złota;ul. Złota, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie;735 000 zł;17 927 zł/m²;2 pokoje;41 m²;HOMEBiuro nieruchomości
20230808;/pl/oferta/mieszkanie-na-osiedlu-jutrzenki-114-m030-ID4mwmc;Mieszkanie na osiedlu Jutrzenki - 114/M030;ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie;663 000 zł;14 668 zł/m²;2 pokoje;45.2 m²;Oferta prywatna
20230808;/pl/oferta/powisle-solec-5-pietro-z-winda-ID4lY8A;Powiśle, Solec, 5 piętro z windą;ul. Solec, Powiśle, Śródmieście, Warszawa, mazowieckie;1 150 000 zł;18 167 zł/m²;2 pokoje;63.3 m²;GP HOUSEBiuro nieruchomości
20230808;/pl/oferta/dwupokojowe-przytulne-mieszkanie-na-saskiej-kepie-ID4mpVo;Dwupokojowe przytulne mieszkanie na Saskiej Kępie;Wandy 3/7, Saska Kępa, Praga-Południe, Warszawa, mazowieckie;709 000 zł;13 687 zł/m²;2 pokoje;51.8 m²;Oferta prywatna
20230808;/pl/oferta/piekny-apartament-z-ogrodkiem-i-tarasem-na-woli-ID4mCma;Piękny apartament z ogródkiem i tarasem na Woli.;ul. Juliusza Ordona, Ulrychów, Wola, Warszawa, mazowieckie;1 269 000 zł;20 223 zł/m²;3 pokoje;62.75 m²;MetrohouseBiuro nieruchomości
20230808;/pl/oferta/4-pokoje-2-lazienki-drugie-pietro-ID4mCli;4 pokoje,2 łazienki drugie piętro !!!!;silnikowa, Szamoty, Ursus, Warszawa, mazowieckie;1 370 000 zł;16 022 zł/m²;4 pokoje;85.51 m²;Oferta prywatna
20230808;/pl/oferta/apartament-w-kamienicy-ID4m2iS;Apartament w kamienicy;Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie;4 100 000 zł;42 708 zł/m²;3 pokoje;96 m²;PARTNERS INTERNATIONALBiuro nieruchomości
20230808;/pl/oferta/browary-warszawskie-swietne-mieszkanie-w-centrum-ID4m1qA;Browary Warszawskie - świetne mieszkanie w centrum;ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie;3 168 000 zł;36 000 zł/m²;3 pokoje;88 m²;PARTNERS INTERNATIONALBiuro nieruchomości
20230808;/pl/oferta/filtry-reprezentacyjne-mieszkanie-w-kamienicy-ID4lSsC;Filtry | Reprezentacyjne mieszkanie w kamienicy;al. Aleja Niepodległości, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie;2 500 000 zł;18 165 zł/m²;3 pokoje;137.63 m²;PARTNERS INTERNATIONALBiuro nieruchomości
20230808;/pl/oferta/penthouse-w-miasteczku-4-sypialnie-gabinet-ID4lNts;Penthouse w Miasteczku | 4 sypialnie + gabinet;ul. Adama Branickiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie;3 250 000 zł;24 343 zł/m²;6 pokoi;133.51 m²;PARTNERS INTERNATIONALBiuro nieruchomości
20230808;/pl/oferta/apartament-xvii-p-z-widokiem-na-skyline-warszawy-ID4kNoK;Apartament XVII p. z widokiem na skyline Warszawy;ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie;3 997 920 zł;23 472 zł/m²;3 pokoje;170.33 m²;PARTNERS INTERNATIONALBiuro nieruchomości
20230808;/pl/oferta/apartament-w-kamienicy-ID4lrmR;Apartament w kamienicy;Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie;3 025 000 zł;42 014 zł/m²;3 pokoje;72 m²;PARTNERS INTERNATIONALBiuro nieruchomości
20230808;/pl/oferta/apartament-z-oszalamiajacym-widokiem-na-warszawe-ID4lnvx;Apartament z oszałamiającym widokiem na Warszawę;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie;9 500 000 zł;57 927 zł/m²;4 pokoje;164 m²;PARTNERS INTERNATIONALBiuro nieruchomości
20230808;/pl/oferta/kamienica-centrum-na-cele-biurowe-i-mieszkaniowe-ID4laTP;Kamienica Centrum na cele biurowe i mieszkaniowe;ul. Stanisława Noakowskiego, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie;4 750 800 zł;30 000 zł/m²;4 pokoje;158.36 m²;PARTNERS INTERNATIONALBiuro nieruchomości
