date;link;name;where;price;perm;rooms;sqm;who
20230719;https://www.otodom.pl/pl/oferta/mieszkanie-22-50-m-lodz-ID4iIbp;Mieszkanie, 22,50 m², Łódź;Fabryczna Widzew, Widzew, Łódź, łódzkie;240 000 zł;10 667 zł/m²;1 pokój;22.5 m²;"Landers Nieruchomości
Biuro nieruchomości"
20230719;https://www.otodom.pl/pl/oferta/mieszkanie-m3-lanowa-37m2-teofilow-bezposrednio-ID4ll0F;Mieszkanie m3 Łanowa 37m2 Teofilów- bezpośrednio;Teofilów, Bałuty, Łódź, łódzkie;239 000 zł;6408 zł/m²;2 pokoje;37.3 m²;Oferta prywatna
20230719;https://www.otodom.pl/pl/oferta/apartamenty-zolnierska-12-aa-2-ID4lVwG;Apartamenty Żołnierska 12 AA 2;ul. Żołnierska 12a, Złotno, Polesie, Łódź, łódzkie;753 355 zł;8500 zł/m²;4 pokoje;88.63 m²;Oferta prywatna
20230719;https://www.otodom.pl/pl/oferta/najtansze-3-pok-48-60m2-kredyt-2-ID4mlRM;Najtańsze 3-pok. 48-60m2, kredyt 2%;Przedsprzedaż mieszkań - kup najtaniej. Manufaktura, Park, Koziny, Polesie, Łódź, łódzkie;430 300 zł;8796 zł/m²;3 pokoje;48.92 m²;"Nieruchomości Plus
Biuro nieruchomości"
20230719;https://www.otodom.pl/pl/oferta/przedsprzedaz-mieszkan-wybierz-najlepszy-uklad-ID4mlRL;Przedsprzedaż mieszkań-wybierz najlepszy układ>>;Przedsprzedaż mieszkań - kup najtaniej. Manufaktura, Park, Stare Polesie, Polesie, Łódź, łódzkie;345 600 zł;9563 zł/m²;2 pokoje;36.14 m²;"Nieruchomości Plus
Biuro nieruchomości"
20230719;https://www.otodom.pl/pl/oferta/2-pok-juz-od-320-400-zl-przedsprzedaz-mieszkan-ID4mlRJ;2-pok. już od 320 400 zł. Przedsprzedaż mieszkań>>;Przedsprzedaż mieszkań - kup najtaniej. Manufaktura, Park, Stare Polesie, Polesie, Łódź, łódzkie;320 400 zł;10 028 zł/m²;2 pokoje;31.95 m²;"Nieruchomości Plus
Biuro nieruchomości"
20230719;https://www.otodom.pl/pl/oferta/nowe-przestronne-m4-67-mkw-bez-pcc-ID4m3GJ;Nowe, przestronne M4, 67 mkw - BEZ PCC!;ul. Grabieniec, Teofilów, Bałuty, Łódź, łódzkie;514 668 zł;7700 zł/m²;3 pokoje;66.84 m²;Biuro nieruchomości
20230719;https://www.otodom.pl/pl/oferta/1-pietro-balkon-28-25mkw-remontowana-kamienica-ID4mlRq;1 piętro, balkon 28,25mkw, Remontowana Kamienica,;Karolew, Polesie, Łódź, łódzkie;148 600 zł;5260 zł/m²;2 pokoje;28.25 m²;"Xhome nieruchomości
Biuro nieruchomości"
20230719;https://www.otodom.pl/pl/oferta/m3-widzew-ok-palmiarni-po-remoncie-37m-okazja-ID4mlR8;M3 Widzew, ok. Palmiarni, po remoncie , 37m Okazja;ul. Gołębia, Księży Młyn, Widzew, Łódź, łódzkie;290 000 zł;7838 zł/m²;2 pokoje;37 m²;"WELLHOME NIERUCHOMOŚCI
Biuro nieruchomości"
20230719;https://www.otodom.pl/pl/oferta/3-pokojowe-ok-manufaktury-prywatna-kamienica-ID4mlR1;3-pokojowe ok. Manufaktury- Prywatna kamienica;Ruda Pabianicka, Górna, Łódź, łódzkie;15 000 zł;188 zł/m²;3 pokoje;80 m²;"Łódzkie Centrum Nieruchomości
Biuro nieruchomości"
